Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Men,60-64 years,Region Sjælland,Diseases of the eye,16,..,3,5
Men,60-64 years,Region Sjælland,"Diseases of ear, nose and throat",29,29,33,30
Men,60-64 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",97,119,104,111
Men,60-64 years,Region Sjælland,Mental disorders,219,262,250,234
Men,60-64 years,Region Sjælland,Diseases of mamma,0,0,..,0
Men,60-64 years,Region Sjælland,Sterilization,0,0,0,0
Men,60-64 years,Region Sjælland,Concussion,4,10,4,4
Men,60-64 years,Region Sjælland,Poisonings,19,23,16,24
Men,60-64 years,Region Sjælland,Live-born children,0,0,0,0
Men,60-64 years,Region Sjælland,Other diseases,578,639,634,629
Men,60-64 years,Region Syddanmark,"Diagnosis, total",3562,3851,3671,3700
Men,60-64 years,Region Syddanmark,Infectious diseases,194,248,241,233
Men,60-64 years,Region Syddanmark,Diseases of lung,503,433,374,413
Men,60-64 years,Region Syddanmark,Diseases of the nervous system,232,247,259,244
Men,60-64 years,Region Syddanmark,Diseases of the heart and great vessels,373,432,388,441
Men,60-64 years,Region Syddanmark,"Diseases of arteries, veins, lymph",22,25,20,37
Men,60-64 years,Region Syddanmark,Varicose veins in leg,..,0,0,..
Men,60-64 years,Region Syddanmark,Diseases of blood and lymphatic tissue,39,36,52,43
Men,60-64 years,Region Syddanmark,Diseases of the stomach and intestines,498,543,527,504
Men,60-64 years,Region Syddanmark,Diseases of the urinary tract,189,242,235,234
Men,60-64 years,Region Syddanmark,Diseases of the musculoskeletal system,264,286,306,318
Men,60-64 years,Region Syddanmark,Diseases of female genital organs,0,0,0,0
Men,60-64 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,..,0,0
Men,60-64 years,Region Syddanmark,Diseases of the skin and venereal diseases,38,44,48,52
Men,60-64 years,Region Syddanmark,Diseases of the eye,12,7,5,5
Men,60-64 years,Region Syddanmark,"Diseases of ear, nose and throat",42,50,38,52
Men,60-64 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",123,137,100,123
Men,60-64 years,Region Syddanmark,Mental disorders,347,376,375,319
Men,60-64 years,Region Syddanmark,Diseases of mamma,0,0,0,0
Men,60-64 years,Region Syddanmark,Sterilization,0,0,0,0
Men,60-64 years,Region Syddanmark,Concussion,5,7,4,3
Men,60-64 years,Region Syddanmark,Poisonings,34,28,36,35
Men,60-64 years,Region Syddanmark,Live-born children,0,0,0,0
Men,60-64 years,Region Syddanmark,Other diseases,645,709,663,643
Men,60-64 years,Region Midtjylland,"Diagnosis, total",3609,3749,3924,3826
Men,60-64 years,Region Midtjylland,Infectious diseases,236,237,290,283
Men,60-64 years,Region Midtjylland,Diseases of lung,472,389,459,402
Men,60-64 years,Region Midtjylland,Diseases of the nervous system,258,189,257,248
Men,60-64 years,Region Midtjylland,Diseases of the heart and great vessels,434,501,461,447
Men,60-64 years,Region Midtjylland,"Diseases of arteries, veins, lymph",25,32,34,34
Men,60-64 years,Region Midtjylland,Varicose veins in leg,..,0,0,..
Men,60-64 years,Region Midtjylland,Diseases of blood and lymphatic tissue,47,60,59,62
Men,60-64 years,Region Midtjylland,Diseases of the stomach and intestines,552,571,584,579
Men,60-64 years,Region Midtjylland,Diseases of the urinary tract,219,234,257,262
Men,60-64 years,Region Midtjylland,Diseases of the musculoskeletal system,276,311,284,321
Men,60-64 years,Region Midtjylland,Diseases of female genital organs,0,0,0,0
Men,60-64 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,60-64 years,Region Midtjylland,Diseases of the skin and venereal diseases,47,44,47,54
Men,60-64 years,Region Midtjylland,Diseases of the eye,10,7,..,7
Men,60-64 years,Region Midtjylland,"Diseases of ear, nose and throat",45,42,45,41
Men,60-64 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",111,144,127,120
Men,60-64 years,Region Midtjylland,Mental disorders,214,329,277,349
Men,60-64 years,Region Midtjylland,Diseases of mamma,0,0,0,0
Men,60-64 years,Region Midtjylland,Sterilization,0,0,0,0
Men,60-64 years,Region Midtjylland,Concussion,6,9,15,10
Men,60-64 years,Region Midtjylland,Poisonings,23,24,30,21
Men,60-64 years,Region Midtjylland,Live-born children,0,0,0,0
Men,60-64 years,Region Midtjylland,Other diseases,633,626,696,584
Men,60-64 years,Region Nordjylland,"Diagnosis, total",1565,1948,2083,1984
Men,60-64 years,Region Nordjylland,Infectious diseases,84,111,141,137
Men,60-64 years,Region Nordjylland,Diseases of lung,211,208,203,198
Men,60-64 years,Region Nordjylland,Diseases of the nervous system,108,132,162,153
Men,60-64 years,Region Nordjylland,Diseases of the heart and great vessels,194,233,243,223
Men,60-64 years,Region Nordjylland,"Diseases of arteries, veins, lymph",9,24,16,16
Men,60-64 years,Region Nordjylland,Varicose veins in leg,0,0,..,0
Men,60-64 years,Region Nordjylland,Diseases of blood and lymphatic tissue,9,22,23,32
Men,60-64 years,Region Nordjylland,Diseases of the stomach and intestines,260,329,309,265
Men,60-64 years,Region Nordjylland,Diseases of the urinary tract,72,83,130,125
Men,60-64 years,Region Nordjylland,Diseases of the musculoskeletal system,103,127,138,135
Men,60-64 years,Region Nordjylland,Diseases of female genital organs,0,0,0,0
Men,60-64 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,60-64 years,Region Nordjylland,Diseases of the skin and venereal diseases,32,20,23,12
Men,60-64 years,Region Nordjylland,Diseases of the eye,12,12,13,16
Men,60-64 years,Region Nordjylland,"Diseases of ear, nose and throat",10,18,23,22
Men,60-64 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",50,88,79,72
Men,60-64 years,Region Nordjylland,Mental disorders,95,120,122,150
Men,60-64 years,Region Nordjylland,Diseases of mamma,0,0,0,0
Men,60-64 years,Region Nordjylland,Sterilization,0,0,0,0
Men,60-64 years,Region Nordjylland,Concussion,..,6,..,3
Men,60-64 years,Region Nordjylland,Poisonings,13,10,9,11
Men,60-64 years,Region Nordjylland,Live-born children,0,0,0,0
Men,60-64 years,Region Nordjylland,Other diseases,301,405,447,414
Men,65-69 years,Region Hovedstaden,"Diagnosis, total",6296,6519,6295,5904
Men,65-69 years,Region Hovedstaden,Infectious diseases,452,538,577,509
Men,65-69 years,Region Hovedstaden,Diseases of lung,1031,837,800,680
Men,65-69 years,Region Hovedstaden,Diseases of the nervous system,380,485,439,421
Men,65-69 years,Region Hovedstaden,Diseases of the heart and great vessels,803,869,824,754
Men,65-69 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",82,66,67,65
Men,65-69 years,Region Hovedstaden,Varicose veins in leg,3,3,..,..
Men,65-69 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,122,118,133,113
Men,65-69 years,Region Hovedstaden,Diseases of the stomach and intestines,793,779,699,680
Men,65-69 years,Region Hovedstaden,Diseases of the urinary tract,388,433,439,414
Men,65-69 years,Region Hovedstaden,Diseases of the musculoskeletal system,357,381,373,413
Men,65-69 years,Region Hovedstaden,Diseases of female genital organs,0,0,0,0
Men,65-69 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,..,0,0
Men,65-69 years,Region Hovedstaden,Diseases of the skin and venereal diseases,78,75,84,68
Men,65-69 years,Region Hovedstaden,Diseases of the eye,41,34,11,6
Men,65-69 years,Region Hovedstaden,"Diseases of ear, nose and throat",59,65,47,84
Men,65-69 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",213,211,191,178
Men,65-69 years,Region Hovedstaden,Mental disorders,420,444,420,448
Men,65-69 years,Region Hovedstaden,Diseases of mamma,..,0,..,0
Men,65-69 years,Region Hovedstaden,Sterilization,0,0,0,0
Men,65-69 years,Region Hovedstaden,Concussion,11,15,14,16
Men,65-69 years,Region Hovedstaden,Poisonings,26,39,32,46
Men,65-69 years,Region Hovedstaden,Live-born children,0,0,0,0
Men,65-69 years,Region Hovedstaden,Other diseases,1036,1126,1143,1007
Men,65-69 years,Region Sjælland,"Diagnosis, total",3826,3940,4065,3883
Men,65-69 years,Region Sjælland,Infectious diseases,251,294,310,324
Men,65-69 years,Region Sjælland,Diseases of lung,632,571,588,523
Men,65-69 years,Region Sjælland,Diseases of the nervous system,193,236,192,216
Men,65-69 years,Region Sjælland,Diseases of the heart and great vessels,502,544,544,520
Men,65-69 years,Region Sjælland,"Diseases of arteries, veins, lymph",48,61,44,41
Men,65-69 years,Region Sjælland,Varicose veins in leg,0,..,0,0
Men,65-69 years,Region Sjælland,Diseases of blood and lymphatic tissue,137,94,134,108
Men,65-69 years,Region Sjælland,Diseases of the stomach and intestines,459,519,541,493
Men,65-69 years,Region Sjælland,Diseases of the urinary tract,226,266,262,274
Men,65-69 years,Region Sjælland,Diseases of the musculoskeletal system,251,210,279,245
Men,65-69 years,Region Sjælland,Diseases of female genital organs,0,0,0,0
Men,65-69 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,65-69 years,Region Sjælland,Diseases of the skin and venereal diseases,50,52,44,62
Men,65-69 years,Region Sjælland,Diseases of the eye,7,5,4,7
Men,65-69 years,Region Sjælland,"Diseases of ear, nose and throat",44,24,29,45
Men,65-69 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",157,137,139,160
Men,65-69 years,Region Sjælland,Mental disorders,135,167,179,152
Men,65-69 years,Region Sjælland,Diseases of mamma,0,0,0,0
Men,65-69 years,Region Sjælland,Sterilization,0,0,0,0
Men,65-69 years,Region Sjælland,Concussion,6,8,6,5
Men,65-69 years,Region Sjælland,Poisonings,24,16,19,16
Men,65-69 years,Region Sjælland,Live-born children,0,0,0,0
Men,65-69 years,Region Sjælland,Other diseases,704,735,751,692
Men,65-69 years,Region Syddanmark,"Diagnosis, total",3893,4359,4274,4643
Men,65-69 years,Region Syddanmark,Infectious diseases,216,288,325,340
Men,65-69 years,Region Syddanmark,Diseases of lung,575,586,569,536
Men,65-69 years,Region Syddanmark,Diseases of the nervous system,273,304,315,343
Men,65-69 years,Region Syddanmark,Diseases of the heart and great vessels,454,524,481,539
Men,65-69 years,Region Syddanmark,"Diseases of arteries, veins, lymph",38,40,46,55
Men,65-69 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Men,65-69 years,Region Syddanmark,Diseases of blood and lymphatic tissue,49,52,50,55
Men,65-69 years,Region Syddanmark,Diseases of the stomach and intestines,532,553,577,706
Men,65-69 years,Region Syddanmark,Diseases of the urinary tract,310,333,300,319
Men,65-69 years,Region Syddanmark,Diseases of the musculoskeletal system,281,355,315,374
Men,65-69 years,Region Syddanmark,Diseases of female genital organs,0,0,0,0
Men,65-69 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,..
Men,65-69 years,Region Syddanmark,Diseases of the skin and venereal diseases,40,50,47,62
Men,65-69 years,Region Syddanmark,Diseases of the eye,7,7,10,8
Men,65-69 years,Region Syddanmark,"Diseases of ear, nose and throat",68,55,61,61
Men,65-69 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",120,165,139,159
Men,65-69 years,Region Syddanmark,Mental disorders,183,259,220,218
Men,65-69 years,Region Syddanmark,Diseases of mamma,0,0,0,0
Men,65-69 years,Region Syddanmark,Sterilization,0,0,0,0
Men,65-69 years,Region Syddanmark,Concussion,6,9,4,6
Men,65-69 years,Region Syddanmark,Poisonings,27,17,25,12
Men,65-69 years,Region Syddanmark,Live-born children,0,0,0,0
Men,65-69 years,Region Syddanmark,Other diseases,714,762,790,849
Men,65-69 years,Region Midtjylland,"Diagnosis, total",4228,4420,4357,4566
Men,65-69 years,Region Midtjylland,Infectious diseases,293,342,362,427
Men,65-69 years,Region Midtjylland,Diseases of lung,630,595,594,628
Men,65-69 years,Region Midtjylland,Diseases of the nervous system,233,257,216,265
Men,65-69 years,Region Midtjylland,Diseases of the heart and great vessels,560,568,529,550
Men,65-69 years,Region Midtjylland,"Diseases of arteries, veins, lymph",36,29,34,31
Men,65-69 years,Region Midtjylland,Varicose veins in leg,..,0,0,0
Men,65-69 years,Region Midtjylland,Diseases of blood and lymphatic tissue,84,96,86,73
Men,65-69 years,Region Midtjylland,Diseases of the stomach and intestines,592,616,637,625
Men,65-69 years,Region Midtjylland,Diseases of the urinary tract,344,313,335,359
Men,65-69 years,Region Midtjylland,Diseases of the musculoskeletal system,323,307,315,328
Men,65-69 years,Region Midtjylland,Diseases of female genital organs,0,0,0,0
Men,65-69 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Men,65-69 years,Region Midtjylland,Diseases of the skin and venereal diseases,46,71,40,60
Men,65-69 years,Region Midtjylland,Diseases of the eye,6,8,7,8
Men,65-69 years,Region Midtjylland,"Diseases of ear, nose and throat",54,60,48,67
Men,65-69 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",128,136,179,173
Men,65-69 years,Region Midtjylland,Mental disorders,158,197,169,186
Men,65-69 years,Region Midtjylland,Diseases of mamma,0,0,0,0
Men,65-69 years,Region Midtjylland,Sterilization,0,0,0,0
Men,65-69 years,Region Midtjylland,Concussion,17,17,15,9
Men,65-69 years,Region Midtjylland,Poisonings,19,19,21,27
Men,65-69 years,Region Midtjylland,Live-born children,0,0,0,0
Men,65-69 years,Region Midtjylland,Other diseases,704,789,770,750
Men,65-69 years,Region Nordjylland,"Diagnosis, total",1954,2308,2428,2271
Men,65-69 years,Region Nordjylland,Infectious diseases,118,147,147,185
Men,65-69 years,Region Nordjylland,Diseases of lung,227,322,321,269
Men,65-69 years,Region Nordjylland,Diseases of the nervous system,138,155,192,206
Men,65-69 years,Region Nordjylland,Diseases of the heart and great vessels,277,306,318,296
Men,65-69 years,Region Nordjylland,"Diseases of arteries, veins, lymph",11,29,16,25
Men,65-69 years,Region Nordjylland,Varicose veins in leg,0,..,0,0
Men,65-69 years,Region Nordjylland,Diseases of blood and lymphatic tissue,39,33,24,33
Men,65-69 years,Region Nordjylland,Diseases of the stomach and intestines,326,346,340,273
Men,65-69 years,Region Nordjylland,Diseases of the urinary tract,113,131,134,128
Men,65-69 years,Region Nordjylland,Diseases of the musculoskeletal system,104,116,140,131
Men,65-69 years,Region Nordjylland,Diseases of female genital organs,0,0,0,0
Men,65-69 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",..,0,0,0
Men,65-69 years,Region Nordjylland,Diseases of the skin and venereal diseases,29,21,26,31
Men,65-69 years,Region Nordjylland,Diseases of the eye,16,13,10,12
Men,65-69 years,Region Nordjylland,"Diseases of ear, nose and throat",18,24,17,34
Men,65-69 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",64,94,91,82
Men,65-69 years,Region Nordjylland,Mental disorders,74,88,114,79
Men,65-69 years,Region Nordjylland,Diseases of mamma,..,0,0,0
Men,65-69 years,Region Nordjylland,Sterilization,0,0,0,0
Men,65-69 years,Region Nordjylland,Concussion,..,8,..,3
Men,65-69 years,Region Nordjylland,Poisonings,15,7,12,14
Men,65-69 years,Region Nordjylland,Live-born children,0,0,0,0
Men,65-69 years,Region Nordjylland,Other diseases,382,467,524,470
Men,70-74 years,Region Hovedstaden,"Diagnosis, total",8400,8315,7510,7096
Men,70-74 years,Region Hovedstaden,Infectious diseases,640,784,820,750
Men,70-74 years,Region Hovedstaden,Diseases of lung,1320,1123,921,956
Men,70-74 years,Region Hovedstaden,Diseases of the nervous system,577,632,536,508
Men,70-74 years,Region Hovedstaden,Diseases of the heart and great vessels,1028,1116,984,861
Men,70-74 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",94,101,77,64
Men,70-74 years,Region Hovedstaden,Varicose veins in leg,..,..,..,..
Men,70-74 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,233,200,164,116
Men,70-74 years,Region Hovedstaden,Diseases of the stomach and intestines,985,953,865,837
Men,70-74 years,Region Hovedstaden,Diseases of the urinary tract,658,709,652,591
Men,70-74 years,Region Hovedstaden,Diseases of the musculoskeletal system,531,465,470,427
Men,70-74 years,Region Hovedstaden,Diseases of female genital organs,0,0,0,0
Men,70-74 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",..,0,0,0
Men,70-74 years,Region Hovedstaden,Diseases of the skin and venereal diseases,102,83,87,80
Men,70-74 years,Region Hovedstaden,Diseases of the eye,48,26,23,12
Men,70-74 years,Region Hovedstaden,"Diseases of ear, nose and throat",89,62,54,97
Men,70-74 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",311,265,243,258
